txn_id,src_account,dst_account,amount,timestamp,is_fraud
TXN00531,ACC0121,ACC0135,2072.9,2025-01-10 21:24,1
TXN00146,ACC0001,ACC0085,696.8,2025-01-30 13:03,0
TXN00477,ACC0095,ACC0117,148.36,2025-02-13 13:35,0
TXN00439,ACC0042,ACC0012,326.66,2025-01-07 05:08,0
TXN00547,ACC0123,ACC0135,1604.86,2025-01-24 20:38,1
TXN00109,ACC0075,ACC0048,383.88,2025-02-03 11:27,0
TXN00494,ACC0103,ACC0093,380.9,2025-02-23 10:58,0
TXN00112,ACC0016,ACC0096,433.33,2025-02-18 22:11,0
TXN00204,ACC0053,ACC0015,120.42,2025-01-03 09:31,0
TXN00274,ACC0046,ACC0065,68.61,2025-01-30 14:02,0
TXN00408,ACC0061,ACC0112,680.22,2025-02-16 01:45,0
TXN00033,ACC0053,ACC0004,151.69,2025-03-01 10:50,0
TXN00184,ACC0031,ACC0049,461.82,2025-02-06 09:44,0
TXN00358,ACC0060,ACC0103,786.58,2025-01-09 19:56,0
TXN00341,ACC0082,ACC0102,758.84,2025-01-05 21:40,0
TXN00326,ACC0105,ACC0083,148.32,2025-02-19 21:29,0
TXN00235,ACC0095,ACC0048,651.3,2025-02-05 01:37,0
TXN00375,ACC0104,ACC0088,330.81,2025-01-30 02:44,0
TXN00430,ACC0118,ACC0005,797.77,2025-01-26 15:11,0
TXN00528,ACC0126,ACC0149,1983.3,2025-01-12 00:40,1
TXN00397,ACC0079,ACC0041,138.38,2025-02-09 23:53,0
TXN00002,ACC0062,ACC0028,693.07,2025-02-27 01:10,0
TXN00298,ACC0057,ACC0006,334.58,2025-02-13 23:15,0
TXN00168,ACC0061,ACC0101,775.67,2025-01-22 19:44,0
TXN00250,ACC0011,ACC0035,360.06,2025-01-28 15:38,0
TXN00233,ACC0033,ACC0048,763.34,2025-02-13 15:04,0
TXN00189,ACC0025,ACC0080,208.0,2025-02-18 23:49,0
TXN00356,ACC0029,ACC0016,788.25,2025-02-20 04:15,0
TXN00143,ACC0053,ACC0089,401.42,2025-02-12 12:52,0
TXN00384,ACC0064,ACC0113,253.75,2025-01-02 02:25,0
TXN00470,ACC0013,ACC0077,36.53,2025-02-08 21:45,0
TXN00207,ACC0054,ACC0076,596.39,2025-01-10 13:41,0
TXN00048,ACC0040,ACC0086,332.63,2025-01-26 22:18,0
TXN00548,ACC0135,ACC0147,1482.94,2025-01-25 15:20,1
TXN00407,ACC0089,ACC0027,334.2,2025-02-19 19:58,0
TXN00325,ACC0097,ACC0043,115.39,2025-01-23 17:21,0
TXN00039,ACC0009,ACC0099,230.51,2025-02-11 16:25,0
TXN00232,ACC0054,ACC0094,85.12,2025-01-28 10:42,0
TXN00193,ACC0096,ACC0054,148.76,2025-01-09 17:56,0
TXN00213,ACC0082,ACC0077,777.16,2025-01-04 10:15,0
TXN00322,ACC0003,ACC0050,699.93,2025-01-03 20:24,0
TXN00580,ACC0141,ACC0142,3675.77,2025-02-09 03:22,1
TXN00495,ACC0027,ACC0048,257.21,2025-01-03 18:55,0
TXN00532,ACC0135,ACC0146,1993.66,2025-01-12 07:45,1
TXN00073,ACC0099,ACC0075,757.39,2025-01-02 18:24,0
TXN00251,ACC0057,ACC0054,225.8,2025-02-18 16:07,0
TXN00202,ACC0072,ACC0042,733.05,2025-01-15 20:04,0
TXN00347,ACC0047,ACC0051,258.36,2025-01-18 07:07,0
TXN00432,ACC0005,ACC0002,245.73,2025-02-08 03:59,0
TXN00390,ACC0071,ACC0037,68.09,2025-02-02 14:48,0
TXN00127,ACC0021,ACC0031,147.31,2025-01-05 05:00,0
TXN00425,ACC0084,ACC0120,705.71,2025-01-31 15:41,0
TXN00165,ACC0017,ACC0065,772.63,2025-01-22 03:55,0
TXN00365,ACC0039,ACC0022,137.95,2025-03-01 22:14,0
TXN00075,ACC0115,ACC0107,341.03,2025-02-17 23:34,0
TXN00128,ACC0053,ACC0058,554.6,2025-01-31 09:02,0
TXN00068,ACC0081,ACC0031,226.93,2025-01-05 22:18,0
TXN00459,ACC0070,ACC0008,748.32,2025-01-05 15:02,0
TXN00360,ACC0068,ACC0053,617.64,2025-02-22 18:04,0
TXN00065,ACC0065,ACC0055,666.15,2025-02-05 14:57,0
TXN00336,ACC0103,ACC0011,584.39,2025-01-06 13:38,0
TXN00510,ACC0104,ACC0117,151.62,2025-02-28 03:33,0
TXN00568,ACC0142,ACC0149,1481.79,2025-01-09 10:04,1
TXN00485,ACC0069,ACC0093,665.23,2025-01-04 08:24,0
TXN00211,ACC0083,ACC0046,57.83,2025-01-18 06:07,0
TXN00403,ACC0030,ACC0093,50.57,2025-01-31 05:33,0
TXN00385,ACC0065,ACC0059,773.68,2025-01-14 18:22,0
TXN00070,ACC0018,ACC0020,192.7,2025-02-14 04:45,0
TXN00049,ACC0071,ACC0017,161.55,2025-02-12 12:43,0
TXN00418,ACC0006,ACC0037,764.7,2025-01-06 11:59,0
TXN00348,ACC0004,ACC0095,156.98,2025-02-03 12:58,0
TXN00515,ACC0005,ACC0012,330.17,2025-01-25 17:30,0
TXN00264,ACC0068,ACC0011,322.66,2025-01-20 23:21,0
TXN00440,ACC0062,ACC0042,749.3,2025-01-01 08:24,0
TXN00137,ACC0042,ACC0078,207.79,2025-01-06 07:43,0
TXN00294,ACC0038,ACC0109,632.61,2025-02-02 17:53,0
TXN00149,ACC0119,ACC0037,356.11,2025-02-14 15:07,0
TXN00150,ACC0004,ACC0081,491.01,2025-01-16 22:10,0
TXN00361,ACC0017,ACC0041,517.45,2025-01-29 14:43,0
TXN00166,ACC0109,ACC0057,88.77,2025-02-28 14:00,0
TXN00581,ACC0142,ACC0136,3668.08,2025-02-10 14:39,1
TXN00276,ACC0110,ACC0012,495.86,2025-02-02 12:29,0
TXN00306,ACC0011,ACC0098,136.65,2025-01-29 16:09,0
TXN00558,ACC0132,ACC0150,1407.83,2025-01-07 22:57,1
TXN00273,ACC0057,ACC0081,249.23,2025-01-18 18:03,0
TXN00564,ACC0139,ACC0148,1386.78,2025-01-06 14:23,1
TXN00292,ACC0003,ACC0047,254.0,2025-01-14 10:49,0
TXN00031,ACC0112,ACC0053,779.33,2025-02-17 04:59,0
TXN00413,ACC0032,ACC0036,450.89,2025-01-15 09:49,0
TXN00489,ACC0002,ACC0028,750.36,2025-02-17 03:47,0
TXN00417,ACC0051,ACC0105,282.66,2025-02-19 04:18,0
TXN00106,ACC0031,ACC0093,331.08,2025-02-05 07:44,0
TXN00402,ACC0077,ACC0061,219.77,2025-02-11 18:36,0
TXN00072,ACC0054,ACC0008,173.4,2025-01-27 12:57,0
TXN00316,ACC0007,ACC0031,341.66,2025-02-20 19:29,0
TXN00539,ACC0122,ACC0144,1596.57,2025-01-24 12:49,1
TXN00220,ACC0007,ACC0017,595.96,2025-02-03 03:47,0
TXN00324,ACC0031,ACC0094,529.11,2025-01-07 18:47,0
TXN00576,ACC0133,ACC0150,1701.76,2025-01-09 18:27,1
TXN00364,ACC0117,ACC0112,53.78,2025-01-08 16:09,0
TXN00441,ACC0031,ACC0058,605.47,2025-01-22 09:37,0
TXN00180,ACC0033,ACC0086,17.42,2025-02-21 14:57,0
TXN00353,ACC0041,ACC0086,284.47,2025-01-05 17:34,0
TXN00302,ACC0099,ACC0037,624.72,2025-02-02 16:26,0
TXN00378,ACC0094,ACC0111,282.84,2025-01-26 04:48,0
TXN00506,ACC0048,ACC0008,498.09,2025-02-12 19:58,0
TXN00108,ACC0038,ACC0029,329.48,2025-01-16 09:42,0
TXN00122,ACC0011,ACC0032,103.58,2025-02-18 13:38,0
TXN00416,ACC0037,ACC0016,463.05,2025-02-04 12:57,0
TXN00570,ACC0130,ACC0146,1628.47,2025-01-08 21:51,1
TXN00061,ACC0055,ACC0029,148.95,2025-02-14 16:29,0
TXN00509,ACC0037,ACC0003,406.75,2025-02-14 21:27,0
TXN00444,ACC0052,ACC0088,406.99,2025-02-27 22:49,0
TXN00225,ACC0088,ACC0014,397.31,2025-02-28 14:04,0
TXN00090,ACC0075,ACC0004,743.82,2025-02-06 21:58,0
TXN00357,ACC0102,ACC0064,30.76,2025-02-05 18:23,0
TXN00270,ACC0060,ACC0097,455.35,2025-02-07 14:43,0
TXN00461,ACC0083,ACC0054,305.82,2025-02-27 12:28,0
TXN00535,ACC0122,ACC0138,1492.07,2025-01-24 13:28,1
TXN00582,ACC0136,ACC0141,3634.07,2025-02-11 21:45,1
TXN00254,ACC0077,ACC0008,16.07,2025-01-20 06:49,0
TXN00105,ACC0113,ACC0036,449.07,2025-02-03 06:05,0
TXN00436,ACC0059,ACC0083,213.24,2025-01-12 00:47,0
TXN00224,ACC0083,ACC0004,58.05,2025-01-31 12:27,0
TXN00452,ACC0065,ACC0026,462.43,2025-01-10 05:20,0
TXN00043,ACC0078,ACC0066,101.36,2025-02-27 18:12,0
TXN00376,ACC0008,ACC0021,357.29,2025-01-31 14:13,0
TXN00275,ACC0008,ACC0048,667.04,2025-01-05 20:55,0
TXN00117,ACC0090,ACC0017,513.92,2025-02-18 15:06,0
TXN00116,ACC0017,ACC0036,45.96,2025-01-04 17:18,0
TXN00571,ACC0125,ACC0137,1609.45,2025-01-07 23:15,1
TXN00508,ACC0053,ACC0002,23.21,2025-02-16 08:34,0
TXN00469,ACC0120,ACC0114,712.34,2025-01-16 06:04,0
TXN00173,ACC0012,ACC0056,782.89,2025-02-18 20:45,0
TXN00559,ACC0124,ACC0144,1687.83,2025-01-05 19:40,1
TXN00231,ACC0058,ACC0114,190.51,2025-01-22 14:25,0
TXN00282,ACC0068,ACC0067,491.75,2025-01-24 11:58,0
TXN00034,ACC0120,ACC0053,643.77,2025-02-25 23:51,0
TXN00300,ACC0069,ACC0031,254.48,2025-02-21 15:57,0
TXN00226,ACC0116,ACC0011,264.47,2025-01-10 02:08,0
TXN00032,ACC0120,ACC0031,693.04,2025-02-21 05:56,0
TXN00085,ACC0009,ACC0100,766.26,2025-01-03 00:15,0
TXN00172,ACC0031,ACC0081,550.68,2025-01-19 07:47,0
TXN00501,ACC0046,ACC0022,120.57,2025-02-04 15:11,0
TXN00455,ACC0008,ACC0059,114.24,2025-01-27 14:36,0
TXN00426,ACC0026,ACC0097,771.49,2025-01-21 09:41,0
TXN00504,ACC0098,ACC0001,335.79,2025-02-23 20:14,0
TXN00419,ACC0057,ACC0084,212.59,2025-01-31 06:12,0
TXN00507,ACC0062,ACC0085,395.4,2025-01-01 17:35,0
TXN00518,ACC0013,ACC0115,427.25,2025-01-03 07:13,0
TXN00394,ACC0078,ACC0066,327.1,2025-01-03 01:02,0
TXN00200,ACC0087,ACC0034,471.8,2025-02-22 20:23,0
TXN00140,ACC0067,ACC0084,359.36,2025-01-18 05:37,0
TXN00497,ACC0075,ACC0093,339.89,2025-01-10 06:21,0
TXN00010,ACC0073,ACC0032,467.35,2025-01-03 19:05,0
TXN00368,ACC0039,ACC0079,431.45,2025-02-02 20:10,0
TXN00055,ACC0043,ACC0012,656.55,2025-02-18 07:43,0
TXN00462,ACC0112,ACC0118,726.35,2025-01-25 02:43,0
TXN00323,ACC0048,ACC0033,600.38,2025-01-23 02:22,0
TXN00192,ACC0075,ACC0047,588.56,2025-01-06 09:20,0
TXN00144,ACC0098,ACC0071,38.99,2025-01-06 10:16,0
TXN00296,ACC0099,ACC0080,113.53,2025-01-25 04:10,0
TXN00502,ACC0118,ACC0114,438.29,2025-02-11 01:33,0
TXN00171,ACC0098,ACC0063,699.18,2025-01-03 19:04,0
TXN00178,ACC0112,ACC0049,499.57,2025-01-16 15:58,0
TXN00551,ACC0123,ACC0128,1558.09,2025-01-24 12:17,1
TXN00499,ACC0084,ACC0088,276.68,2025-02-18 15:46,0
TXN00191,ACC0081,ACC0083,41.14,2025-02-20 14:02,0
TXN00434,ACC0064,ACC0114,751.46,2025-02-24 16:29,0
TXN00393,ACC0044,ACC0072,751.77,2025-02-18 04:12,0
TXN00142,ACC0053,ACC0043,263.64,2025-01-07 05:21,0
TXN00429,ACC0118,ACC0023,340.13,2025-02-23 05:59,0
TXN00398,ACC0039,ACC0076,275.74,2025-02-23 16:34,0
TXN00524,ACC0131,ACC0150,1680.49,2025-01-11 22:46,1
TXN00145,ACC0042,ACC0015,776.45,2025-01-26 16:52,0
TXN00383,ACC0041,ACC0025,612.87,2025-02-01 16:29,0
TXN00188,ACC0103,ACC0030,489.58,2025-01-23 07:40,0
TXN00120,ACC0106,ACC0009,326.56,2025-01-05 18:40,0
TXN00313,ACC0058,ACC0079,14.15,2025-01-06 00:16,0
TXN00245,ACC0019,ACC0073,529.3,2025-01-05 04:47,0
TXN00121,ACC0088,ACC0007,129.86,2025-02-21 18:19,0
TXN00321,ACC0009,ACC0068,439.82,2025-02-20 16:35,0
TXN00138,ACC0108,ACC0111,464.41,2025-01-02 21:52,0
TXN00087,ACC0061,ACC0086,100.37,2025-01-14 14:44,0
TXN00305,ACC0120,ACC0014,572.01,2025-02-03 03:18,0
